timestamp,grid_electricity_consumption,solar_energy_consumption
2020-01-01 00:00:00,44.52477868029818,0.0
2020-01-01 01:00:00,47.44069071964043,0.0
2020-01-01 02:00:00,47.2268002949133,0.0
2020-01-01 03:00:00,32.69579502104057,0.0
2020-01-01 04:00:00,50.83317628364827,0.0
2020-01-01 05:00:00,35.33965445285648,0.0
2020-01-01 06:00:00,37.41688786353388,13.750099956355424
2020-01-01 07:00:00,50.405069489809975,43.59434864998383
2020-01-01 08:00:00,33.59354955414557,27.897076434056146
2020-01-01 09:00:00,51.12432952589555,39.65634354891513
2020-01-01 10:00:00,53.50122109783976,39.218399704451684
2020-01-01 11:00:00,39.57822389919415,11.732391905334545
2020-01-01 12:00:00,32.89350871365549,23.55473265128294
2020-01-01 13:00:00,31.642796921446376,33.68621205431835
2020-01-01 14:00:00,30.526478473101132,41.05937141789056
2020-01-01 15:00:00,43.04497503935376,33.77844714861995
2020-01-01 16:00:00,39.989498739812596,20.114964721024137
2020-01-01 17:00:00,41.867961980318704,19.088848162149098
2020-01-01 18:00:00,39.95117407593102,25.224949783742762
2020-01-01 19:00:00,50.62230812786133,0.0
2020-01-01 20:00:00,37.14774128835042,0.0
2020-01-01 21:00:00,54.00725522147654,0.0
2020-01-01 22:00:00,34.74351520001954,0.0
2020-01-01 23:00:00,50.52034162342634,0.0
2020-01-02 00:00:00,40.95040696058827,0.0
2020-01-02 01:00:00,44.64379987461662,0.0
2020-01-02 02:00:00,41.225360959715445,0.0
2020-01-02 03:00:00,41.107523748954996,0.0
2020-01-02 04:00:00,41.31886966594098,0.0
2020-01-02 05:00:00,52.83364536646782,0.0
2020-01-02 06:00:00,33.82561529497026,35.646783321694
2020-01-02 07:00:00,44.772941251474904,12.072258965407801
2020-01-02 08:00:00,32.188452821743525,43.62684363531378
2020-01-02 09:00:00,46.35904639112951,47.51911265979349
2020-01-02 10:00:00,37.22561863396479,26.222001043163846
2020-01-02 11:00:00,39.599504823878966,33.15649568127348
2020-01-02 12:00:00,36.71134753578573,45.01524597729984
2020-01-02 13:00:00,41.76014235707571,34.07703849771157
2020-01-02 14:00:00,52.364774804468595,44.68557531229393
2020-01-02 15:00:00,44.446077890505435,40.028991536731645
2020-01-02 16:00:00,37.0419273414708,33.330074905205414
2020-01-02 17:00:00,30.936841558220028,46.08042806135602
2020-01-02 18:00:00,37.23114359147809,39.02193340158371
2020-01-02 19:00:00,45.52912792036145,0.0
2020-01-02 20:00:00,31.13472156794708,0.0
2020-01-02 21:00:00,46.53420946125132,0.0
2020-01-02 22:00:00,40.638733351576384,0.0
2020-01-02 23:00:00,32.37370192526099,0.0
2020-01-03 00:00:00,46.14094234326778,0.0
2020-01-03 01:00:00,44.375897822961676,0.0
2020-01-03 02:00:00,45.468576686404624,0.0
2020-01-03 03:00:00,32.48338711502145,0.0
2020-01-03 04:00:00,41.91067921576453,0.0
2020-01-03 05:00:00,31.18245037228704,0.0
2020-01-03 06:00:00,51.618378055647355,36.872151925017974
2020-01-03 07:00:00,35.35313737546025,18.476219829161074
2020-01-03 08:00:00,47.043525704490335,36.63970825769238
2020-01-03 09:00:00,35.208568063593034,39.12133226587903
2020-01-03 10:00:00,41.03000242971541,10.00931712786353
2020-01-03 11:00:00,45.94182316211379,47.770097473542165
2020-01-03 12:00:00,36.42212784483075,48.573336032448786
2020-01-03 13:00:00,32.32086655411238,20.176685407647376
2020-01-03 14:00:00,52.47266847426383,33.66605639870795
2020-01-03 15:00:00,53.35654599915797,18.347230503169616
2020-01-03 16:00:00,47.43973434450352,48.19022605597405
2020-01-03 17:00:00,31.181060046869458,42.488300047796905
2020-01-03 18:00:00,46.63859322652469,25.314633155513224
2020-01-03 19:00:00,53.62488534586355,0.0
2020-01-03 20:00:00,44.182387249249324,0.0
2020-01-03 21:00:00,41.223806978632446,0.0
2020-01-03 22:00:00,34.52068541444598,0.0
2020-01-03 23:00:00,37.64471757972518,0.0
2020-01-04 00:00:00,34.938193027101164,0.0
2020-01-04 01:00:00,48.5168296090778,0.0
2020-01-04 02:00:00,44.8817684836879,0.0
2020-01-04 03:00:00,45.378519940477005,0.0
2020-01-04 04:00:00,34.2387789956212,0.0
2020-01-04 05:00:00,46.66103958165044,0.0
2020-01-04 06:00:00,51.69317176532032,44.92721627132443
2020-01-04 07:00:00,40.29714863417755,34.19549750431571
2020-01-04 08:00:00,30.250419404959974,15.037834891053969
2020-01-04 09:00:00,36.849932239542476,12.794219496608502
2020-01-04 10:00:00,33.35754810289615,37.97777841081475
2020-01-04 11:00:00,35.03262112917426,46.73194010386033
2020-01-04 12:00:00,50.634464212967984,24.27781155778764
2020-01-04 13:00:00,33.01326946191803,43.88206663337558
2020-01-04 14:00:00,49.90909126250444,42.95968336838241
2020-01-04 15:00:00,54.30868519197995,24.579356546194195
2020-01-04 16:00:00,37.611718256384215,40.267146324089595
2020-01-04 17:00:00,46.24541398888653,13.665772447295485
2020-01-04 18:00:00,39.71815003559271,20.469533560634616
